Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,flow_key,predicted_label
28.0,17,76.88,1606.5452205488057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,89220,86,1242,892.2,528.7940539710628,89220,0.0006224536895751954,100,279623.15151515126,"('162.159.129.232', '192.168.1.201')",Spoofing
28.0,17,62.48,1996.4605139775426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,113090,86,1242,1130.9,337.62236090913603,113090,0.0005108809471130371,100,113988.8585858589,"('162.159.129.232', '192.168.1.201')",Spoofing
28.0,17,65.36,2063.354257265983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,108729,89,1242,1087.29,390.7316187343789,108729,0.0004846477508544922,100,152671.19787878805,"('162.159.129.232', '192.168.1.201')",Spoofing
28.0,17,62.48,827.9059484895859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,113125,90,1242,1131.25,336.5293862024203,113125,0.0012078666687011718,100,113252.02777777778,"('162.159.129.232', '192.168.1.201')",Spoofing
28.0,17,63.2,1769.7634579194762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,112653,87,1242,1126.53,348.1552670863965,112653,0.0005752086639404297,100,121212.0900000001,"('162.159.129.232', '192.168.1.201')",Spoofing
28.0,17,62.48,1433.871651465219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,113323,87,1242,1133.23,334.0715720508487,113323,0.0006974124908447265,100,111603.8152525254,"('162.159.129.232', '192.168.1.201')",Spoofing
28.0,17,59.6,1298.8074999612925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,117712,87,1242,1177.12,261.2625244206807,117712,0.0007807183265686036,100,68258.10666666676,"('162.159.129.232', '192.168.1.201')",Spoofing
28.0,17,59.6,1675.2422414826058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,118435,89,1242,1184.35,252.55647933190153,118435,0.0006073141098022461,100,63784.77525252521,"('162.159.129.232', '192.168.1.201')",Spoofing
28.0,17,58.16,681.8243738610668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,120661,90,1242,1206.61,197.26195960466046,120661,0.001466653347015381,100,38912.28070707069,"('162.159.129.232', '192.168.1.201')",Spoofing
28.0,17,76.16,1026.1545236580712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,91462,90,1242,914.62,519.0007839467816,91462,0.0009745121002197266,100,269361.81373737386,"('162.159.129.232', '192.168.1.201')",Spoofing
28.0,17,62.48,961.6280002842948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,111919,90,1242,1119.19,343.59071538237123,111919,0.0010499310493469237,100,118054.57969696962,"('162.159.129.232', '192.168.1.201')",Spoofing
28.0,17,62.48,1144.2058657442392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,111440,90,1242,1114.4,353.5927578215344,111440,0.0008950281143188477,100,125027.83838383827,"('162.159.129.232', '192.168.1.201')",Spoofing
28.0,17,65.3913043478261,1055.0727249859187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,43926,66,1242,954.9130434782609,475.11106659797434,43926,0.0009478019631427268,46,225730.52560386484,"('162.159.129.232', '192.168.1.201')",Spoofing
