Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,flow_key,predicted_label
28.0,17,1.0,7.52771133062187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1603,87,505,267.1666666666667,200.68524277252342,1603,0.13284250100453696,6,40274.566666666666,"('192.168.1.125', '224.0.0.251')",Mirai
40.0,6,187.0,1320.624685138539,0.25,0.0,0.0,0.25,1.0,0.0,0.0,8,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,552,54,117,69.0,23.293162700059185,552,0.0022437572479248047,8,542.5714285714286,"('13.248.241.7', '192.168.1.125')",DDoS
40.0,6,88.18181818181819,3.3646213977736505,0.0,0.0,0.0,0.5454545454545454,1.0,0.0,0.0,11,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1222,54,206,111.0909090909091,60.959748269582846,1222,0.3649857694452459,11,3716.090909090909,"('162.159.133.234', '192.168.1.125')",DDoS
40.0,6,98.8,14.990793160633613,0.0,0.0,0.0,0.6,1.0,0.0,0.0,5,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,958,54,623,191.6,243.31728257565263,958,0.17105250358581542,5,59203.299999999996,"('104.18.18.125', '192.168.1.125')",DDoS
40.0,6,91.5,0.5601097863811444,0.0,0.0,0.0,0.5,1.0,0.0,0.0,4,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,517,54,238,129.25,91.09473091238593,517,0.0828673243522644,4,8298.25,"('162.159.133.234', '192.168.1.125')",DDoS
40.0,6,103.66666666666667,1.1994011435807022,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,6,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1392,54,548,232.0,231.80940446841237,1392,0.16931915283203125,6,53735.6,"('104.18.18.125', '192.168.1.125')",DDoS
40.0,6,86.28571428571429,8.049075018368042,0.0,0.0,0.0,0.5714285714285714,1.0,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1766,54,760,252.28571428571428,294.12792811162643,1766,0.3947513444083078,7,86511.23809523809,"('103.28.54.101', '192.168.1.125')",DoS
48.0,6,161.0,10.01000928376582,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1,2,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,186,54,66,62.0,6.928203230275509,186,0.21016852060953775,3,48.0,"('192.168.1.125', '44.210.161.223')",Mirai
48.0,6,159.66666666666666,11.022819314027716,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1,2,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,186,54,66,62.0,6.928203230275509,186,0.04504036903381348,3,48.0,"('192.168.1.125', '35.169.80.4')",Mirai
48.0,6,161.66666666666666,11.370703989127135,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,2,2,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,186,54,66,62.0,6.928203230275509,186,0.1594883600870768,3,48.0,"('192.168.1.125', '3.216.39.243')",DDoS
48.0,6,161.66666666666666,9.944921992317784,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1,2,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,186,54,66,62.0,6.928203230275509,186,0.012372414271036783,3,48.0,"('192.168.1.125', '44.205.68.228')",Mirai
48.0,6,161.33333333333334,10.233828721449711,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1,2,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,186,54,66,62.0,6.928203230275509,186,0.09821963310241699,3,48.0,"('192.168.1.125', '3.219.128.69')",Mirai
48.0,6,162.33333333333334,11.222298130109289,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1,2,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,186,54,66,62.0,6.928203230275509,186,0.08094461758931477,3,48.0,"('18.214.76.32', '192.168.1.125')",Mirai
48.0,6,159.33333333333334,9.913573331253383,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1,2,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,186,54,66,62.0,6.928203230275509,186,0.0860275427500407,3,48.0,"('192.168.1.125', '50.17.60.27')",Mirai
42.285714285714285,6,186.85714285714286,15.38520378843271,0.09523809523809523,0.09523809523809523,0.0,0.3333333333333333,0.9523809523809523,0.0,0.0,20,2,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8789,54,1506,418.5238095238095,564.2832284453987,8789,0.06430894987923759,21,318415.56190476194,"('192.168.1.125', '34.225.60.111')",DDoS
